Timestamp,What age group do you fall under?,Which is your gender?,What would you say accurately matches your personality in a group discussion?,Choose all the options that are close to where you reside.,How often do you eat from fast foods each month?,What does your purchase mostly consist of?  [Nigerian dishes],What does your purchase mostly consist of?  [Burger],What does your purchase mostly consist of?  [Pizza],What does your purchase mostly consist of?  [Small chops],What does your purchase mostly consist of?  [Shawarma],What do you look for when choosing a fast food restaurant?,Which of the following have you been to at least twice in the last 2 months,"When it comes to ordering, which do you prefer the most?",What is the best way to reach you for special offers/Discounts?,What about a fast food restaurant endears you to them? [Their special offers],What about a fast food restaurant endears you to them? [The quality],What about a fast food restaurant endears you to them? [Value for your money],What about a fast food restaurant endears you to them? [Excellent service],What about a fast food restaurant endears you to them? [Convenience],What about a fast food restaurant endears you to them? [Price],What about a fast food restaurant endears you to them? [Social media savviness],What do you consider yourself to be the most?
2018/09/08 11:35:40 PM GMT+1,25 - 34,Male,"Passionate, I sometimes over talk.",Lekki Phase 1;Gbagada,0 - 1,Most likely,Highly Unlikely,Highly Unlikely,Likely,Likely,Quality;Value for your money,Domino's Pizza,Order in a physical store and dine in,In-stores,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,A Jollof Warrior
2018/09/08 11:36:08 PM GMT+1,25 - 34,Female,"Passionate, I sometimes over talk.",Gbagada,0 - 1,Most likely,Highly Unlikely,Highly Unlikely,Most likely,Most likely,Value for your money,First choice,Order in a physical store and takeaway,In-stores,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Indifferent,Small Chops Supremacist
2018/09/08 11:39:07 PM GMT+1,25 - 34,Female,"Passionate, I sometimes over talk.",Gbagada,2 - 3,Most likely,Most likely,Most likely,Most likely,Most likely,Vast menu options;Quality;Value for your money,Debonair's Pizza,Order in a physical store and dine in;Order in a physical store and takeaway,Via SMS,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,A Jollof Warrior
2018/09/08 11:40:05 PM GMT+1,18 - 24,Male,"Passionate, I sometimes over talk.",Victoria Island;Magodo;Ikoyi;Lekki Phase 1;Gbagada,7 - 10,Most likely,Highly Unlikely,Likely,Likely,Highly Unlikely,Closest place;Quality;Value for your money,Domino's Pizza;Debonair's Pizza;La Pizza,Order online and get delivered,Via Emails,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,A Jollof Warrior
2018/09/08 11:42:14 PM GMT+1,25 - 34,Male,"Passionate, I sometimes over talk.",Gbagada,More than 10,Most likely,Likely,Likely,Most likely,Likely,Closest place;Cheapest place;Quality;Value for your money,Domino's Pizza;Debonair's Pizza,Order in a physical store and dine in,Via Emails,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,A Jollof Warrior
2018/09/08 11:42:36 PM GMT+1,25 - 34,Male,"Passionate, I sometimes over talk.",Magodo;Gbagada,7 - 10,Most likely,Highly Unlikely,Likely,Likely,Likely,Vast menu options;Quality,Domino's Pizza,Order online and get delivered;Order in a physical store and takeaway,Via SMS,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Indifferent,A Shawarma Expert
2018/09/08 11:45:31 PM GMT+1,25 - 34,Female,I am original and a nonconformist ( My opinion is not influenced by the group),Magodo,2 - 3,Most likely,Highly Unlikely,Likely,Most likely,Highly Unlikely,Closest place;Cheapest place;Vast menu options;Quality;Value for your money,Domino's Pizza,Order in a physical store and dine in;Order in a physical store and takeaway,Via SMS,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Small Chops Supremacist
2018/09/08 11:47:39 PM GMT+1,25 - 34,Male,I am original and a nonconformist ( My opinion is not influenced by the group),Victoria Island;Ikoyi;Lekki Phase 1,2 - 3,Most likely,Highly Unlikely,Most likely,Likely,Likely,Quality,Domino's Pizza;Debonair's Pizza,Order in a physical store and dine in,Via SMS,Indifferent,Agree,Agree,Agree,Agree,Strongly Agree,Indifferent,A Jollof Warrior
2018/09/08 11:47:49 PM GMT+1,25 - 34,Male,I am original and a nonconformist ( My opinion is not influenced by the group),Magodo,More than 10,Most likely,Likely,Highly Unlikely,Likely,Highly Unlikely,Value for your money,The place,Order in a physical store and dine in,Via Emails,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,A Jollof Warrior
2018/09/08 11:48:10 PM GMT+1,18 - 24,Male,"Passionate, I sometimes over talk.",Victoria Island;Ikoyi;Gbagada,7 - 10,Likely,Likely,Likely,Highly Unlikely,Most likely,Closest place;Vast menu options;Value for your money,Domino's Pizza,Order online and get delivered;Order in a physical store and takeaway,Via SMS,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Indifferent,A Shawarma Expert
2018/09/08 11:56:31 PM GMT+1,25 - 34,Female,"Passionate, I sometimes over talk.",Victoria Island;Lekki Phase 1,4 - 6,Most likely,Most likely,Likely,Highly Unlikely,Highly Unlikely,Value for your money,Domino's Pizza,Order online and get delivered,In-stores,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,A Burger Elitist
2018/09/09 12:00:20 AM GMT+1,25 - 34,Female,I am original and a nonconformist ( My opinion is not influenced by the group),Gbagada,7 - 10,Likely,Likely,Most likely,Most likely,Most likely,Value for your money,Domino's Pizza,Order in a physical store and dine in,Via SMS,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,A Shawarma Expert
2018/09/09 12:07:44 AM GMT+1,18 - 24,Male,"Shy, but I hold my own.",Gbagada,4 - 6,Most likely,Likely,Likely,Likely,Highly Unlikely,Quality,Domino's Pizza,Order in a physical store and takeaway,Via SMS,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Small Chops Supremacist
2018/09/09 12:10:51 AM GMT+1,18 - 24,Female,I am original and a nonconformist ( My opinion is not influenced by the group),Lekki Phase 1,0 - 1,Most likely,Highly Unlikely,Highly Unlikely,Highly Unlikely,Likely,Closest place;Vast menu options;Quality;Value for your money,"China town, VI",Order online and get delivered,Via SMS,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Indifferent,A Shawarma Expert
2018/09/09 12:11:43 AM GMT+1,18 - 24,Female,I am original and a nonconformist ( My opinion is not influenced by the group),Magodo,0 - 1,Likely,Most likely,Likely,Most likely,Most likely,Quality,Mega chicken ,Order in a physical store and dine in;Order in a physical store and takeaway,An app belonging to the restaurant,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Indifferent,Indifferent,A Jollof Warrior
2018/09/09 12:13:36 AM GMT+1,18 - 24,Female,"Shy, but I hold my own.",Magodo,7 - 10,Most likely,Likely,Likely,Most likely,Most likely,Closest place;Vast menu options;Value for your money,Debonair's Pizza,Order in a physical store and takeaway,In-stores,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,A Burger Elitist
2018/09/09 12:25:55 AM GMT+1,18 - 24,Male,I am original and a nonconformist ( My opinion is not influenced by the group),Gbagada,2 - 3,Most likely,Most likely,Most likely,Most likely,Most likely,Quality,Domino's Pizza;Debonair's Pizza,Order online and get delivered;Order in a physical store and takeaway,In-stores,Strongly Agree,Strongly Agree,Indifferent,Strongly Agree,Agree,Agree,Indifferent,Small Chops Supremacist
2018/09/09 12:30:14 AM GMT+1,18 - 24,Female,"Shy, but I hold my own.",Ikoyi;Gbagada,4 - 6,Likely,Likely,Highly Unlikely,Likely,Likely,Closest place;Cheapest place;Quality;Value for your money,Domino's Pizza,Order in a physical store and takeaway,Via Emails,Indifferent,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Indifferent,A Jollof Warrior
2018/09/09 12:34:27 AM GMT+1,18 - 24,Female,I am original and a nonconformist ( My opinion is not influenced by the group),Gbagada,7 - 10,Most likely,Highly Unlikely,Likely,Likely,Likely,Value for your money,Domino's Pizza,Order in a physical store and takeaway,An app belonging to the restaurant,Indifferent,Agree,Strongly Agree,Indifferent,Agree,Indifferent,Indifferent,A Jollof Warrior
2018/09/09 12:36:26 AM GMT+1,25 - 34,Female,I am original and a nonconformist ( My opinion is not influenced by the group),Victoria Island;Gbagada,More than 10,Highly Unlikely,Likely,Most likely,Most likely,Most likely,Vast menu options;Quality;Value for your money,Domino's Pizza;Debonair's Pizza,Order online and pick up,Via Emails,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,A Pizza Connoisseur
2018/09/09 12:42:03 AM GMT+1,25 - 34,Male,I am original and a nonconformist ( My opinion is not influenced by the group),Magodo;Gbagada,4 - 6,Highly Unlikely,Most likely,Most likely,Likely,Highly Unlikely,Quality;Value for your money,Domino's Pizza,Order online and get delivered,Via Emails,Indifferent,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Indifferent,A Jollof Warrior
2018/09/09 12:51:33 AM GMT+1,25 - 34,Female,I am original and a nonconformist ( My opinion is not influenced by the group),Gbagada,4 - 6,Most likely,Highly Unlikely,Likely,Highly Unlikely,Likely,Quality;Value for your money,Domino's Pizza,Order in a physical store and takeaway,In-stores,Indifferent,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Indifferent,A Main Dish Authority.
2018/09/09 12:53:58 AM GMT+1,18 - 24,Female,I am original and a nonconformist ( My opinion is not influenced by the group),Victoria Island;Ikoyi;Gbagada,More than 10,Most likely,Highly Unlikely,Likely,Likely,Likely,Closest place;Quality;Value for your money,Domino's Pizza,Order in a physical store and dine in,Via Emails,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Indifferent,A Jollof Warrior
2018/09/09 1:15:25 AM GMT+1,18 - 24,Male,I am original and a nonconformist ( My opinion is not influenced by the group),Gbagada,2 - 3,Most likely,Likely,Likely,Likely,Highly Unlikely,Value for your money,Domino's Pizza,Order online and get delivered,Via SMS,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,A Jollof Warrior
2018/09/09 1:38:47 AM GMT+1,25 - 34,Male,I am original and a nonconformist ( My opinion is not influenced by the group),Victoria Island;Ikoyi,2 - 3,Highly Unlikely,Most likely,Most likely,Likely,Likely,Closest place;Cheapest place;Quality;Value for your money,TFC,Order in a physical store and takeaway,In-stores,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Indifferent,A Jollof Warrior
2018/09/09 1:44:51 AM GMT+1,40+,Male,I am original and a nonconformist ( My opinion is not influenced by the group),Victoria Island,More than 10,Likely,Highly Unlikely,Likely,Likely,Most likely,Vast menu options,Domino's Pizza,Order in a physical store and dine in,Via SMS,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Indifferent,Agree,Indifferent,A Shawarma Expert
2018/09/09 2:18:10 AM GMT+1,35 - 39,Male,"Passionate, I sometimes over talk.",Magodo;Gbagada,2 - 3,Most likely,Highly Unlikely,Most likely,Most likely,Likely,Closest place;Quality;Value for your money,Domino's Pizza;Mr Biggs,Order in a physical store and dine in;Order in a physical store and takeaway,Via SMS,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,A Jollof Warrior
2018/09/09 2:45:39 AM GMT+1,35 - 39,Male,"Shy, but I hold my own.",Gbagada,2 - 3,Highly Unlikely,Most likely,Most likely,Highly Unlikely,Most likely,Value for your money,Domino's Pizza,Order in a physical store and dine in,Via SMS,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Indifferent,A Burger Elitist
2018/09/09 2:54:45 AM GMT+1,18 - 24,Male,"Passionate, I sometimes over talk.",Victoria Island,4 - 6,Highly Unlikely,Likely,Highly Unlikely,Likely,Most likely,Value for your money,Domino's Pizza,Order in a physical store and takeaway,In-stores,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,A Burger Elitist
2018/09/09 4:00:44 AM GMT+1,25 - 34,Male,"Passionate, I sometimes over talk.",Victoria Island,4 - 6,Most likely,Highly Unlikely,Most likely,Likely,Most likely,Value for your money,Domino's Pizza,Order in a physical store and takeaway,An app belonging to the restaurant,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,A Shawarma Expert
2018/09/09 4:15:04 AM GMT+1,25 - 34,Male,"Passionate, I sometimes over talk.",Gbagada,2 - 3,Most likely,Highly Unlikely,Likely,Most likely,Highly Unlikely,Value for your money,Domino's Pizza,Order in a physical store and dine in,Via SMS,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Stongly Disagrre,A Jollof Warrior
2018/09/09 5:33:23 AM GMT+1,18 - 24,Male,"Shy, but I hold my own.",Magodo;Gbagada,7 - 10,Most likely,Most likely,Likely,Highly Unlikely,Likely,Value for your money,Domino's Pizza,Order online and pick up,Via Emails,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Indifferent,A Burger Elitist
2018/09/09 6:47:30 AM GMT+1,25 - 34,Female,"Passionate, I sometimes over talk.",Gbagada,4 - 6,Most likely,Likely,Likely,Highly Unlikely,Highly Unlikely,Value for your money,Domino's Pizza,Order in a physical store and dine in,Via Emails,Agree,Agree,Strongly Agree,Agree,Indifferent,Agree,Strongly Agree,A Pizza Connoisseur
2018/09/09 6:54:03 AM GMT+1,18 - 24,Female,I am original and a nonconformist ( My opinion is not influenced by the group),Gbagada,2 - 3,Likely,Highly Unlikely,Most likely,Most likely,Likely,Value for your money,Domino's Pizza,Order in a physical store and dine in,Social media ,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,A Jollof Warrior
2018/09/09 7:20:42 AM GMT+1,18 - 24,Female,I am original and a nonconformist ( My opinion is not influenced by the group),Victoria Island;Lekki Phase 1,7 - 10,Likely,Likely,Most likely,Most likely,Highly Unlikely,Quality;Value for your money,Domino's Pizza;Debonair's Pizza,Order in a physical store and takeaway,Via Emails,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Indifferent,A Pizza Connoisseur
2018/09/09 7:22:56 AM GMT+1,18 - 24,Female,I am original and a nonconformist ( My opinion is not influenced by the group),Magodo;Gbagada,4 - 6,Most likely,Likely,Likely,Likely,Likely,Vast menu options;Quality;Value for your money,Domino's Pizza;Debonair's Pizza,Order online and get delivered;Order in a physical store and dine in;Order in a physical store and takeaway,Via Emails,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Indifferent,A Jollof Warrior
2018/09/09 7:27:15 AM GMT+1,18 - 24,Male,I am original and a nonconformist ( My opinion is not influenced by the group),Magodo,4 - 6,Most likely,Likely,Highly Unlikely,Most likely,Most likely,Value for your money,Domino's Pizza,Order in a physical store and dine in;Order in a physical store and takeaway,In-stores,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,A Jollof Warrior
2018/09/09 7:30:43 AM GMT+1,25 - 34,Female,I am original and a nonconformist ( My opinion is not influenced by the group),Victoria Island;Ikoyi;Lekki Phase 1,7 - 10,Most likely,Highly Unlikely,Likely,Likely,Likely,Closest place;Vast menu options;Value for your money,Domino's Pizza,Order in a physical store and takeaway,Via Emails,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Indifferent,Let it just taste right
2018/09/09 7:36:53 AM GMT+1,18 - 24,Female,I am original and a nonconformist ( My opinion is not influenced by the group),Gbagada,4 - 6,Most likely,Likely,Likely,Highly Unlikely,Likely,Closest place;Cheapest place;Vast menu options;Quality,Domino's Pizza;Debonair's Pizza,Order online and get delivered,Via SMS,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Indifferent,A Jollof Warrior
2018/09/09 7:38:26 AM GMT+1,25 - 34,Male,I am original and a nonconformist ( My opinion is not influenced by the group),Magodo;Gbagada,4 - 6,Most likely,Highly Unlikely,Likely,Likely,Highly Unlikely,Cheapest place;Vast menu options;Quality;Value for your money,Domino's Pizza,Order in a physical store and dine in,Via Emails,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Indifferent,A Foodist 😎
2018/09/09 7:42:06 AM GMT+1,25 - 34,Male,"Passionate, I sometimes over talk.",Magodo,2 - 3,Most likely,Likely,Highly Unlikely,Likely,Most likely,Cheapest place,food house and others,Order in a physical store and dine in,Via Emails,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,A Jollof Warrior
2018/09/09 7:51:02 AM GMT+1,25 - 34,Female,"Passionate, I sometimes over talk.",Victoria Island;Gbagada,2 - 3,Highly Unlikely,Likely,Most likely,Highly Unlikely,Most likely,Vast menu options;Quality;Value for your money,Domino's Pizza;Debonair's Pizza;Coldstone ,Order online and get delivered;Order in a physical store and takeaway,Via SMS,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Indifferent,A Pizza Connoisseur
2018/09/09 7:51:56 AM GMT+1,25 - 34,Female,"Passionate, I sometimes over talk.",Lekki Phase 1,7 - 10,Highly Unlikely,Likely,Most likely,Likely,Most likely,Closest place;Quality;Value for your money,Domino's Pizza,Order online and get delivered;Order in a physical store and takeaway,Via SMS,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Indifferent,A Pizza Connoisseur
2018/09/09 7:52:32 AM GMT+1,25 - 34,Female,I am original and a nonconformist ( My opinion is not influenced by the group),Lekki Phase 1,4 - 6,Most likely,Highly Unlikely,Likely,Likely,Highly Unlikely,Vast menu options;Quality;Value for your money,Domino's Pizza;Debonair's Pizza,Order online and get delivered,Via Emails,Indifferent,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Indifferent,A Jollof Warrior
2018/09/09 7:56:26 AM GMT+1,25 - 34,Male,I am original and a nonconformist ( My opinion is not influenced by the group),Magodo,2 - 3,Highly Unlikely,Highly Unlikely,Most likely,Highly Unlikely,Highly Unlikely,Vast menu options;Quality;Value for your money,Kentucky Fried Chicken,Order online and get delivered,Via SMS,Indifferent,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Indifferent,Chicken
2018/09/09 7:57:34 AM GMT+1,18 - 24,Male,"Shy, but I hold my own.",Magodo;Gbagada,7 - 10,Most likely,Highly Unlikely,Likely,Highly Unlikely,Most likely,Closest place;Cheapest place;Vast menu options;Quality;Value for your money,Domino's Pizza,Order online and get delivered;Order in a physical store and takeaway,Via Emails,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Indifferent,A Jollof Warrior
2018/09/09 7:58:09 AM GMT+1,25 - 34,Male,"Shy, but I hold my own.",Magodo;Lekki Phase 1,2 - 3,Most likely,Highly Unlikely,Most likely,Likely,Highly Unlikely,Value for your money,Domino's Pizza;Debonair's Pizza,Order online and get delivered,In-stores,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,A Pizza Connoisseur
2018/09/09 7:58:18 AM GMT+1,18 - 24,Female,I am original and a nonconformist ( My opinion is not influenced by the group),Lekki Phase 1,More than 10,Likely,Likely,Likely,Likely,Likely,Closest place;Quality;Value for your money,Domino's Pizza,Order in a physical store and dine in,Via Emails,Indifferent,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Indifferent,Indifferent,A Jollof Warrior
2018/09/09 7:59:19 AM GMT+1,40+,Female,I am original and a nonconformist ( My opinion is not influenced by the group),Magodo,4 - 6,Most likely,Most likely,Most likely,Most likely,Most likely,Vast menu options,Domino's Pizza;Debonair's Pizza,Order in a physical store and dine in,Via SMS,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Indifferent,A Jollof Warrior
2018/09/09 8:01:58 AM GMT+1,25 - 34,Male,"Passionate, I sometimes over talk.",Victoria Island;Ikoyi;Gbagada,2 - 3,Most likely,Highly Unlikely,Likely,Highly Unlikely,Most likely,Cheapest place;Vast menu options;Quality;Value for your money,Domino's Pizza;KFC/Hubmart,Order in a physical store and dine in;Order in a physical store and takeaway,In-stores,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,A Shawarma Expert
2018/09/09 8:05:54 AM GMT+1,25 - 34,Male,I am original and a nonconformist ( My opinion is not influenced by the group),Ikoyi;Gbagada,More than 10,Highly Unlikely,Likely,Likely,Likely,Highly Unlikely,Value for your money,Domino's Pizza,Order in a physical store and dine in,Via SMS,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Indifferent,A Shawarma Expert
2018/09/09 8:21:29 AM GMT+1,25 - 34,Male,"Passionate, I sometimes over talk.",Magodo;Ikoyi;Gbagada,More than 10,Most likely,Highly Unlikely,Most likely,Most likely,Highly Unlikely,Closest place;Vast menu options;Quality;Value for your money,Domino's Pizza,Order in a physical store and takeaway,Via Emails,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,A Pizza Connoisseur
2018/09/09 8:24:14 AM GMT+1,18 - 24,Female,"Shy, but I hold my own.",Gbagada,2 - 3,Most likely,Highly Unlikely,Likely,Likely,Highly Unlikely,Closest place,"The Place, Chicken Republic ",Order in a physical store and takeaway,Via Emails,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Small Chops Supremacist
2018/09/09 8:30:53 AM GMT+1,18 - 24,Female,I am original and a nonconformist ( My opinion is not influenced by the group),Gbagada,2 - 3,Likely,Highly Unlikely,Likely,Likely,Highly Unlikely,Value for your money,Debonair's Pizza,Order in a physical store and takeaway,Via Emails,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Indifferent,A Jollof Warrior
2018/09/09 8:36:28 AM GMT+1,18 - 24,Male,"Passionate, I sometimes over talk.",Victoria Island;Ikoyi;Lekki Phase 1,More than 10,Most likely,Most likely,Most likely,Most likely,Most likely,Quality,Tasty fried chicken ,Order online and get delivered;Order in a physical store and dine in;Order in a physical store and takeaway,An app belonging to the restaurant,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,A Jollof Warrior
2018/09/09 8:40:04 AM GMT+1,25 - 34,Male,I am original and a nonconformist ( My opinion is not influenced by the group),Gbagada,More than 10,Highly Unlikely,Highly Unlikely,Likely,Likely,Most likely,Quality,Domino's Pizza,Order online and get delivered,Via Emails,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Indifferent,A Shawarma Expert
2018/09/09 8:43:21 AM GMT+1,25 - 34,Male,I am original and a nonconformist ( My opinion is not influenced by the group),Victoria Island;Ikoyi;Lekki Phase 1;Gbagada,4 - 6,Most likely,Highly Unlikely,Likely,Most likely,Most likely,Value for your money,Domino's Pizza,Order in a physical store and dine in;Order in a physical store and takeaway,Via SMS,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Indifferent,Small Chops Supremacist
2018/09/09 8:45:32 AM GMT+1,18 - 24,Male,"Passionate, I sometimes over talk.",Magodo,4 - 6,Most likely,Highly Unlikely,Highly Unlikely,Likely,Highly Unlikely,Vast menu options,Domino's Pizza,Order in a physical store and dine in,An app belonging to the restaurant,Indifferent,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,A Jollof Warrior
2018/09/09 8:48:42 AM GMT+1,18 - 24,Male,I am original and a nonconformist ( My opinion is not influenced by the group),Magodo;Gbagada,7 - 10,Most likely,Highly Unlikely,Likely,Likely,Likely,Closest place;Quality,Domino's Pizza,Order in a physical store and dine in;Order in a physical store and takeaway,Via SMS,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,A Jollof Warrior
2018/09/09 8:49:57 AM GMT+1,18 - 24,Female,"Passionate, I sometimes over talk.",Gbagada,0 - 1,Highly Unlikely,Highly Unlikely,Highly Unlikely,Most likely,Highly Unlikely,Cheapest place,Domino's Pizza,Order in a physical store and takeaway,Via Emails,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Indifferent,Small Chops Supremacist
2018/09/09 8:52:58 AM GMT+1,18 - 24,Female,"Shy, but I hold my own.",Victoria Island,4 - 6,Most likely,Likely,Highly Unlikely,Highly Unlikely,Most likely,Quality,Domino's Pizza,Order in a physical store and takeaway,Via SMS,Indifferent,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,A Jollof Warrior
2018/09/09 8:56:28 AM GMT+1,18 - 24,Female,"Passionate, I sometimes over talk.",Magodo,2 - 3,Most likely,Highly Unlikely,Highly Unlikely,Likely,Likely,Closest place;Value for your money,Domino's Pizza,Order online and get delivered,Via SMS,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,A Jollof Warrior
2018/09/09 9:05:31 AM GMT+1,18 - 24,Female,"Shy, but I hold my own.",Magodo;Lekki Phase 1;Gbagada,7 - 10,Likely,Likely,Likely,Likely,Likely,Closest place;Cheapest place;Vast menu options;Quality;Value for your money,Debonair's Pizza,Order online and get delivered;Order in a physical store and dine in,Via Emails,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,A Jollof Warrior
2018/09/09 9:07:54 AM GMT+1,25 - 34,Female,"Passionate, I sometimes over talk.",Victoria Island;Ikoyi;Lekki Phase 1,More than 10,Most likely,Highly Unlikely,Most likely,Most likely,Most likely,Vast menu options;Quality;Value for your money,Domino's Pizza;The place,Order online and get delivered,Via SMS,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Indifferent,A Pizza Connoisseur
2018/09/09 9:14:09 AM GMT+1,25 - 34,Female,I am original and a nonconformist ( My opinion is not influenced by the group),Victoria Island;Ikoyi;Lekki Phase 1,2 - 3,Likely,Most likely,Most likely,Highly Unlikely,Highly Unlikely,Closest place;Quality;Value for your money,Pizzariah,Order in a physical store and dine in,In-stores,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Indifferent,A Pizza Connoisseur
2018/09/09 9:24:04 AM GMT+1,25 - 34,Male,"Shy, but I hold my own.",Lekki Phase 1,2 - 3,Likely,Likely,Likely,Likely,Likely,Closest place,La Pizza,Order in a physical store and takeaway,Via SMS,Agree,Indifferent,Agree,Agree,Strongly Agree,Strongly Agree,Indifferent,A Jollof Warrior
2018/09/09 9:28:06 AM GMT+1,18 - 24,Male,I am original and a nonconformist ( My opinion is not influenced by the group),Gbagada,More than 10,Most likely,Highly Unlikely,Highly Unlikely,Highly Unlikely,Most likely,Closest place;Quality;Value for your money,KFC,Order in a physical store and takeaway,In-stores,Indifferent,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,A Shawarma Expert
2018/09/09 9:35:52 AM GMT+1,25 - 34,Female,I am original and a nonconformist ( My opinion is not influenced by the group),Victoria Island,0 - 1,Most likely,Highly Unlikely,Likely,Likely,Most likely,Closest place;Vast menu options;Quality;Value for your money,Domino's Pizza,Order online and get delivered,Via Emails,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,A Jollof Warrior
2018/09/09 9:39:22 AM GMT+1,18 - 24,Male,"Passionate, I sometimes over talk.",Lekki Phase 1,4 - 6,Highly Unlikely,Most likely,Highly Unlikely,Likely,Highly Unlikely,Value for your money,Domino's Pizza,Order in a physical store and dine in,Via SMS,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Indifferent,A Pizza Connoisseur
